occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers
0.4,0.161,0.161,0.183,0,0,0,0.421,0.564,0.187,0.738,0,0.0722,0
0.4,0.162,0.162,0.05,0,0,0,0.421,0.579,0.196,0,0,0.18,0
0.8,0.227,0.227,0,0,0,0,0.421,0.612,0.295,0,0,0.0722,0
0.8,0.25,0.25,0,0,0,0,0.716,0.619,0.346,0,0,0.0361,0
0.6,0.217,0.217,0,0,0,0,0.653,0.595,0.308,0,0,0.108,0
0.6,0.377,0.377,0,0,0,0,0.768,0.596,0.531,0,0,0.0361,0
0.8,0.591,0.591,0,0.467,0,0,0.884,0.566,0.648,0.255,0,0.0722,0
0.8,0.456,0.456,0,0,0,0,0.884,0.525,0.411,0.775,0,0.0722,0
1,0.169,0.169,0,0,0,0,0.768,0.511,0.146,0,0,0,0
1,0.0792,0.0792,0,0,0,0,0.653,0.523,0.0505,0,0,0.171,0.25
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0722,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.186,0.186,0,0,0,0,0.421,0.549,0.0496,0,0.401,0.135,0.197
0.8,0.184,0.184,0,0,1,0,0.421,0.554,0.0748,0,0.436,0.162,0.236
0.8,0.242,0.242,0,0,0.267,0.729,0.421,0.55,0.134,0,0.717,0.0722,0
0.6,0.173,0.173,0.933,0,0,0,0.421,0.554,0.112,0,0.725,0.144,0
0.8,0.225,0.225,0.25,0,0,0,0.421,0.55,0.173,0,0.104,0.0722,0
0.4,0.106,0.106,0,0,0,0,0.421,0.558,0.0739,0,0,0.144,0
0.4,0.105,0.105,0,0,0,0,0.421,0.558,0.0847,0,0,0.0361,0
0.6,0.161,0.161,0,0,0,0,0.421,0.554,0.171,0,0,0.0361,0
0.4,0.161,0.161,0.683,0,0,0,0.421,0.564,0.187,0,0,0.18,0
0.6,0.219,0.219,0.967,0,0,0,0.421,0.588,0.285,0,0,0.0722,0
0.2,0.109,0.109,0,0,0,0,0.421,0.578,0.11,0,0,0.433,0
0.4,0.183,0.183,0,0,0,0,0.618,0.6,0.237,0,0,0.108,0
0.6,0.3,0.3,0,0,0,0,0.768,0.612,0.453,0,0,0.18,0
0.8,0.486,0.486,0,0,0,0,0.884,0.608,0.702,0,0,0.108,0
0.8,0.455,0.455,0,0,0,0,0.768,0.565,0.491,0,0,0.27,0.394
1,0.354,0.354,0,0,0,0,0.768,0.534,0.312,0,0,0.0361,0
1,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0609,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.103,0.151
1,0.101,0.101,0,0,0,0,0.537,0.547,0.0257,0,0,0.0537,0.0784
0.8,0.118,0.118,0,0,0,0,0.421,0.555,0.0307,0,0,0,0
0.6,0.117,0.117,0,0,0,0,0.421,0.558,0.0348,0,0,0,0
0.6,0.178,0.178,0.233,0,0,0,0.421,0.554,0.0617,0,0,0.0361,0
0.6,0.173,0.173,0,0,0,0,0.421,0.554,0.068,0,0,0.119,0.173
0.4,0.108,0.108,0,0,0,0,0.421,0.558,0.0451,0,0,0.184,0.111
0.4,0.162,0.162,0,0,0,0,0.421,0.554,0.0779,0,0,0.541,0
0.4,0.161,0.161,0,0,0,0,0.421,0.554,0.087,0,0,0.108,0
0.2,0.105,0.105,0,0,0,0,0.421,0.558,0.0537,0,0,0.18,0
0.4,0.161,0.161,0,0,0,0,0.421,0.564,0.101,0,0,0.0722,0
0.4,0.162,0.162,0,0.233,0,0,0.421,0.579,0.124,0.644,0,0.216,0
0.6,0.227,0.227,0.233,0,0,0,0.421,0.612,0.217,0,0,0,0
0.6,0.25,0.25,0,0,0,0,0.716,0.619,0.29,0,0,0.253,0
0.8,0.384,0.384,0,0.233,0,0,0.884,0.628,0.533,0.541,0,0.0361,0
0.6,0.377,0.377,0,0,0,0,0.768,0.596,0.497,0,0,0.279,0.196
1,0.726,0.726,0,0,0,0,1,0.568,0.774,0,0,0.329,0.375
1,0.253,0.253,0,0,0,0,0.653,0.543,0.197,0,0,0.198,0.184
1,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0532,0,0,0.0361,0
1,0.0644,0.0644,0,0,0,0,0.537,0.542,0.0294,0,0,0,0
1,0.0545,0.0545,0,0,0,0,0.537,0.542,0.0208,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0.183,0,0,0,0.421,0.562,0.0159,0,0,0.107,0.104
1,0.0495,0.0495,0.05,0,0,0,0.421,0.562,0.0159,0,0,0.237,0.136
1,0.0659,0.0659,0,0,0,0,0.537,0.542,0.0208,0,0,0.086,0.125
0.8,0.205,0.205,0.233,0,0,0,0.768,0.519,0.0455,0,0,0.0418,0.061
0.4,0.118,0.118,0,0,0,0,0.421,0.555,0.0307,0,0,0.189,0.276
0.2,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.2,0.114,0.114,0,0,0,0,0.421,0.558,0.0388,0,0,0.253,0
0.4,0.173,0.173,0,0,0.5,0,0.421,0.554,0.068,0,0.401,0.0361,0
0.4,0.167,0.167,0,0,0.5,0.61,0.421,0.554,0.0743,0,0,0,0
0.2,0.106,0.106,0.433,0,0,0.119,0.421,0.558,0.0469,0,0,0.144,0
0.4,0.161,0.161,0.0333,0,0,0,0.421,0.554,0.087,0,0,0,0
0.4,0.161,0.161,0,0,0,0,0.421,0.554,0.0915,0,0,0.128,0.081
0.4,0.161,0.161,0,0,0,0,0.421,0.564,0.101,0,0,0.0722,0
0.6,0.219,0.219,0,0,0,0,0.421,0.588,0.178,0,0,0.108,0
0.4,0.168,0.168,0,0,0,0,0.421,0.595,0.15,0,0,0.179,0.156
0.6,0.25,0.25,0.467,0,0,0,0.716,0.619,0.29,0,0,0.241,0.299
0.6,0.3,0.3,0,0,0,0,0.768,0.612,0.403,0,0,0.0722,0
0.8,0.486,0.486,0,0,0,0,0.884,0.608,0.657,0,0,0.153,0.0659
1,0.455,0.455,0,0,0,0,0.768,0.565,0.471,0,0,0.444,0.437
1,0.253,0.253,0,0,0,0,0.653,0.543,0.197,0,0,0.131,0.139
1,0.129,0.129,0,0,0,0,0.653,0.528,0.0906,0,0,0.176,0.257
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0545,0.0545,0,0,0,0,0.537,0.542,0.0208,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.196,0.285
0.8,0.254,0.254,0,0,0,0,0.421,0.542,0.0604,0,0,0.151,0.22
0.4,0.117,0.117,0,0,0,0,0.421,0.558,0.0348,0,0,0,0
0.4,0.114,0.114,0,0,0,0,0.421,0.558,0.0388,0,0,0,0
0.4,0.173,0.173,0,0,0,0,0.421,0.554,0.068,0,0.117,0.246,0.307
0.4,0.167,0.167,0,0,1,0,0.421,0.554,0.0743,0,0.355,0.111,0.0568
0.4,0.162,0.162,0.233,0,0.267,0.492,0.421,0.554,0.0779,0,0,0.144,0
0.4,0.105,0.105,0,0,0,0,0.421,0.558,0.0514,0,0.301,0.0361,0
0.4,0.105,0.105,0,0,1,0,0.421,0.558,0.0537,0,0.343,0.108,0
0.4,0.161,0.161,0,0,1,0.0847,0.421,0.564,0.101,0,0.0754,0.289,0
0.2,0.106,0.106,0.7,0,0.0167,0.644,0.421,0.571,0.0699,0,0,0.0361,0
0.8,0.286,0.286,0,0.233,0,0,0.421,0.628,0.284,0.255,0,0.192,0.0171
1,0.384,0.384,0,1,0,0,0.912,0.658,0.473,0.493,0.0841,0.403,0.272
0.8,0.384,0.384,0,1,0.75,0.102,0.884,0.628,0.533,0.531,0,0.0722,0
0.8,0.377,0.377,0,0.35,0,0.39,0.768,0.596,0.497,0,0,0.0852,0.019
0.8,0.32,0.32,0,0,0,0,0.653,0.564,0.319,0,0,0.173,0.0949
0.8,0.151,0.151,0,0,0,0,0.537,0.552,0.106,0,0,0.108,0
1,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0532,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.537,0.542,0.0294,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.537,0.542,0.0167,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.537,0.542,0.0158,0,0,0.0722,0
0.8,0.0498,0.0498,0.467,0,0,0,0.537,0.542,0.0176,0,0,0.0995,0.145
0.8,0.0659,0.0659,0,0,0,0,0.537,0.542,0.0208,0,0,0.204,0.297
0.8,0.153,0.153,0,0,0,0,0.653,0.533,0.0356,0,0,0.107,0.103
0.6,0.118,0.118,0.233,0,0,0,0.421,0.555,0.0307,0,0,0.358,0.416
0.6,0.117,0.117,0,0,0,0,0.421,0.558,0.0348,0,0,0.0361,0
0.4,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
0.4,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.144,0
0.4,0.108,0.108,0,0,0,0,0.421,0.558,0.0451,0,0,0.361,0
0.4,0.106,0.106,0,0,0,0,0.421,0.558,0.0469,0,0,0.217,0.212
0.4,0.105,0.105,0,0,0,0,0.421,0.558,0.0514,0,0,0.241,0.352
0.2,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.112,0.11
0.2,0.105,0.105,0.233,0,0,0,0.421,0.563,0.0586,0,0,0.325,0
0.4,0.162,0.162,0,0,0,0,0.421,0.579,0.124,0,0,0.253,0
0.6,0.227,0.227,0,0,0,0,0.421,0.612,0.217,0,0,0.216,0
0.8,0.317,0.317,0,0,0,0,0.814,0.639,0.381,0,0,0.0361,0
0.8,0.384,0.384,0,0,0,0,0.884,0.628,0.533,0,0,0.0361,0
0.8,0.486,0.486,0,0,0,0,0.884,0.608,0.657,0,0,0.0722,0
1,0.455,0.455,0,0,0,0,0.768,0.565,0.471,0,0,0.161,0.234
1,0.253,0.253,0,0,0,0,0.653,0.543,0.197,0,0,0.242,0.248
1,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0532,0,0,0.284,0.152
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.153,0.153,0,0,0,0,0.653,0.533,0.0356,0,0,0.188,0.275
0.8,0.254,0.254,0.467,0,0,0,0.421,0.542,0.0604,0,0,0.0794,0.116
0.6,0.252,0.252,0,0,0.5,0,0.421,0.55,0.0725,0,0.43,0.135,0.197
0.6,0.242,0.242,0,0,0.767,0.339,0.421,0.55,0.0847,0,0.659,0.536,0.184
0.6,0.235,0.235,0,0,0,0.153,0.421,0.55,0.0941,0,0.725,0.296,0.274
0.4,0.167,0.167,0,0,0,0,0.421,0.554,0.0743,0,0.538,0.0722,0
0.4,0.162,0.162,0.933,0,0,0,0.421,0.554,0.0779,0,0.501,0.108,0
0.4,0.161,0.161,0.25,0,0,0,0.421,0.554,0.087,0,0.497,0.18,0
0.4,0.161,0.161,0,0,0,0,0.421,0.554,0.0915,0,0.377,0.0361,0
0.4,0.161,0.161,0,0,0,0,0.421,0.564,0.101,0,0.125,0,0
0.2,0.106,0.106,0.233,0,0,0,0.421,0.571,0.0699,0,0,0.0722,0
0.6,0.227,0.227,0,0,0,0,0.421,0.612,0.217,0,0,0.216,0
1,0.317,0.317,0,0.983,0,0,0.814,0.639,0.381,0.614,0,0.108,0
0.8,0.3,0.3,0.183,0.183,0,0,0.768,0.612,0.403,0,0,0.49,0.294
0.8,0.377,0.377,0.283,0.233,0,0,0.768,0.596,0.497,0.366,0,0.147,0.0565
0.8,0.185,0.185,0,0,0,0,0.537,0.563,0.168,0.122,0,0.108,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0722,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.469,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0.209,0,0
1,0.153,0.153,0,0,0.75,0,0.653,0.533,0.0325,0,0.597,0,0
0.8,0.186,0.186,0,0,0.517,0.593,0.421,0.549,0.0496,0,0.546,0.0674,0.0983
0.8,0.184,0.184,0,0,0,0.136,0.421,0.554,0.0748,0,0.536,0.218,0.318
0.8,0.242,0.242,0,0,0,0,0.421,0.55,0.134,0,0.546,0.338,0.283
1,0.297,0.297,0,0,0,0,0.421,0.546,0.205,0,0.681,0.559,0.184
1,0.343,0.343,0,0,0,0,0.421,0.542,0.277,0,0.559,0.253,0
0.6,0.218,0.218,0,0,0,0,0.421,0.55,0.186,0,0.329,0.325,0
0.8,0.272,0.272,0,0,0,0,0.421,0.546,0.285,0,0.462,0.0361,0
0.6,0.216,0.216,0,0,0.25,0,0.421,0.55,0.248,0,0.411,0.0722,0
0.6,0.161,0.161,0.233,0,1,0.0847,0.421,0.564,0.187,0,0.521,0,0
0.6,0.162,0.162,0,0,0.0167,0.644,0.421,0.579,0.196,0,0.497,0.108,0
0.8,0.227,0.227,0,0,0,0,0.421,0.612,0.295,0,0.419,0.108,0
0.8,0.317,0.317,0,0,0,0,0.814,0.639,0.456,0,0.652,0.108,0
1,0.467,0.467,0,0,0,0,1,0.645,0.743,0,0.709,0.253,0
1,0.595,0.595,0,0,0,0,1,0.619,0.873,0,0,0.113,0.164
0.8,0.591,0.591,0,0,0,0,0.884,0.566,0.648,0,0,0.0722,0
1,0.253,0.253,0,0,0,0,0.653,0.543,0.214,0,0,0,0
1,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0609,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0775,0.113
1,0.101,0.101,0,0,0,0,0.537,0.547,0.0253,0,0,0.283,0.413
0.8,0.118,0.118,0,0,0,0,0.421,0.555,0.0339,0,0,0.124,0.181
0.6,0.117,0.117,0,0,0,0,0.421,0.558,0.0465,0,0,0.331,0.115
0.6,0.114,0.114,0,0,0,0,0.421,0.558,0.0568,0,0,0.257,0.374
0.8,0.297,0.297,0,0,0,0,0.421,0.546,0.205,0,0,0.685,1
0.8,0.284,0.284,0,0,0,0,0.421,0.546,0.225,0,0,0.0358,0.0523
0.6,0.218,0.218,0,0,0,0,0.421,0.55,0.186,0,0,0.344,0.133
0.8,0.272,0.272,0,0,0,0,0.421,0.546,0.285,0,0,0.395,0.366
0.8,0.272,0.272,0,0,0,0,0.421,0.546,0.324,0,0,0.343,0.395
0.6,0.217,0.217,0,0,0,0,0.421,0.565,0.272,0,0,0.134,0.0376
0.6,0.219,0.219,0,0,0,0,0.421,0.588,0.285,0,0,0.461,0
0.6,0.227,0.227,0,0,0,0,0.421,0.612,0.295,0,0,0.108,0
0.6,0.25,0.25,0,0,0,0,0.716,0.619,0.346,0,0,0.433,0
0.6,0.3,0.3,0,0,0,0,0.768,0.612,0.453,0,0,0.433,0
0.6,0.377,0.377,0,0,0,0,0.768,0.596,0.531,0,0,0.108,0
0.8,0.591,0.591,0,0.233,0,0,0.884,0.566,0.648,0.403,0,0.401,0.0173
1,0.456,0.456,0,0,0,0,0.884,0.525,0.411,0,0,0.0949,0.138
1,0.129,0.129,0,0,0,0,0.653,0.528,0.104,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0.5,0,0.421,0.562,0.0159,0,0.43,0,0
1,0.153,0.153,0.433,0,0.767,0.339,0.653,0.533,0.0356,0,0.665,0.062,0.0904
1,0.254,0.254,0.75,0,0,0.39,0.421,0.542,0.0604,0,0.419,0.163,0.238
1,0.252,0.252,0,0,0,0,0.421,0.55,0.0725,0,0.294,0.0878,0.128
0.8,0.178,0.178,0,0,0,0,0.421,0.554,0.0617,0,0.448,0.0722,0
0.8,0.173,0.173,0,0,0,0,0.421,0.554,0.068,0,0.597,0.164,0.081
0.8,0.225,0.225,0,0,0,0,0.421,0.55,0.104,0,0.423,0.259,0.115
0.8,0.218,0.218,0,0,0,0,0.421,0.55,0.109,0,0.48,0.3,0.28
0.8,0.216,0.216,0.233,0,0,0,0.421,0.55,0.122,0,0.503,0.42,0.0871
0.8,0.216,0.216,0,0,0,0,0.421,0.55,0.129,0,0.378,0.274,0.347
0.8,0.272,0.272,0,0,0,0,0.421,0.566,0.187,0,0.594,0.263,0.332
0.6,0.219,0.219,0,0,0,0,0.421,0.588,0.178,0,0.425,0.281,0.0945
0.8,0.227,0.227,0,0,0,0,0.421,0.612,0.217,0,0,0.216,0
0.8,0.25,0.25,0,0,0,0,0.716,0.619,0.29,0,0,0.433,0
0.8,0.3,0.3,0,0,0,0,0.768,0.612,0.403,0,0,0,0
0.8,0.377,0.377,0,0,0,0,0.768,0.596,0.497,0,0,0.0722,0
0.8,0.32,0.32,0,0,0,0,0.653,0.564,0.319,0,0,0.0722,0
0.8,0.151,0.151,0,0,0,0,0.537,0.552,0.106,0,0,0.108,0
0.8,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0532,0,0,0.108,0
0.8,0.0644,0.0644,0,0,0,0,0.537,0.542,0.0294,0,0,0,0
1,0.0545,0.0545,0,0,0,0,0.537,0.542,0.0208,0,0,0.0577,0.0842
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.144,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.389,0
1,0.153,0.153,0,0,0,0,0.653,0.533,0.0356,0,0,0.291,0.424
0.6,0.118,0.118,0,0,0,0,0.421,0.555,0.0307,0,0,0,0
0.4,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.4,0.178,0.178,0,0,0,0,0.421,0.554,0.0617,0,0,0.385,0.299
0.4,0.173,0.173,0,0,0,0,0.421,0.554,0.068,0,0,0.231,0.232
0.4,0.167,0.167,0,0,0,0,0.421,0.554,0.0743,0,0,0.156,0.175
0.2,0.106,0.106,0,0,0,0,0.421,0.558,0.0469,0,0,0,0
0.4,0.161,0.161,0,0,0.25,0,0.421,0.554,0.087,0,0.486,0.243,0.144
0.4,0.161,0.161,0,0,1,0.0847,0.421,0.554,0.0915,0,0.636,0.241,0.0882
0.4,0.161,0.161,0,0,0.0167,0.644,0.421,0.564,0.101,0,0.555,0.108,0
0.2,0.106,0.106,0.183,0,0,0,0.421,0.571,0.0699,0,0.352,0.0722,0
0.4,0.168,0.168,0.75,0,0,0,0.421,0.595,0.15,0,0.374,0.0722,0
0.6,0.25,0.25,0,0,0,0,0.716,0.619,0.29,0,0,0.18,0
0.6,0.3,0.3,0.233,0,0,0,0.768,0.612,0.403,0,0,0.0361,0
0.6,0.377,0.377,0,0,0,0,0.768,0.596,0.497,0,0,0.108,0
0.6,0.32,0.32,0,0,0,0,0.653,0.564,0.319,0,0,0.0122,0.0177
0.8,0.354,0.354,0,0,0,0,0.768,0.534,0.287,0,0,0.214,0.26
1,0.169,0.169,0,0,0,0,0.768,0.511,0.128,0,0,0.22,0.268
1,0.0644,0.0644,0,0,0,0,0.537,0.542,0.0294,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0.233,0.233,0,0,0.421,0.562,0.0159,0.185,0,0,0
1,0.0659,0.0659,0,0.467,0,0,0.537,0.542,0.0208,0.473,0,0.124,0.18
1,0.153,0.153,0,0,0,0,0.653,0.533,0.0356,0,0,0.276,0.403
0.8,0.254,0.254,0,0,0,0,0.421,0.542,0.0604,0,0,0.148,0.216
0.4,0.184,0.184,0.233,0.233,0,0,0.421,0.554,0.0536,0.188,0,0.144,0
0.4,0.178,0.178,0,0.233,0,0,0.421,0.554,0.0617,0.63,0,0.223,0.115
0.4,0.173,0.173,0,0,0,0,0.421,0.554,0.068,0,0,0.0361,0
0.2,0.108,0.108,0,0,0,0,0.421,0.558,0.0451,0,0,0.108,0
0.4,0.162,0.162,0,0,0,0,0.421,0.554,0.0779,0,0,0.264,0.28
0.4,0.161,0.161,0,0,0,0,0.421,0.554,0.087,0,0,0.295,0.0365
0.6,0.216,0.216,0,0,0,0,0.421,0.55,0.129,0,0,0.196,0.128
0.4,0.161,0.161,0,0,0,0,0.421,0.564,0.101,0,0,0.218,0
0.8,0.275,0.275,0,0,0,0,0.421,0.597,0.232,0,0,0.277,0.299
0.8,0.286,0.286,0,0.233,0,0,0.421,0.628,0.284,0.223,0,0.254,0.108
0.8,0.317,0.317,0.433,0.233,0,0,0.814,0.639,0.381,0.775,0,0.18,0
0.8,0.384,0.384,0.0333,0,0.5,0,0.884,0.628,0.533,0.792,0.406,0.0361,0
0.8,0.486,0.486,0,0,0.767,0.339,0.884,0.608,0.657,0,0.617,0.171,0.0916
1,0.726,0.726,0,0,0,0.153,1,0.568,0.774,0,0.248,0.36,0.121
1,0.253,0.253,0,0,0,0,0.653,0.543,0.197,0,0,0.0722,0
1,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0532,0,0,0.18,0
1,0.0644,0.0644,0,0,0,0,0.537,0.542,0.0294,0,0,0.211,0.308
1,0.0545,0.0545,0,0,0,0,0.537,0.542,0.0208,0,0,0.0132,0.0192
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0722,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0659,0.0659,0,0,0,0,0.537,0.542,0.0208,0,0,0.391,0.131
1,0.101,0.101,0.233,0,0,0,0.537,0.547,0.0257,0,0,0.0937,0.137
1,0.254,0.254,0,0,0,0,0.421,0.542,0.0604,0,0,0.33,0.481
0.6,0.252,0.252,0,0,0,0,0.421,0.55,0.0725,0,0,0.281,0.253
0.4,0.178,0.178,0,0,0,0,0.421,0.554,0.0617,0,0,0.253,0.158
0.2,0.111,0.111,0,0,0,0,0.421,0.558,0.042,0,0,0.0722,0
0.4,0.167,0.167,0.233,0,0,0,0.421,0.554,0.0743,0,0,0.108,0
0.4,0.162,0.162,0,0,0,0,0.421,0.554,0.0779,0,0,0.0722,0
0.4,0.161,0.161,0,0,0,0,0.421,0.554,0.087,0,0,0.0722,0
0.4,0.161,0.161,0,0,0,0,0.421,0.554,0.0915,0,0,0.168,0.0868
0.4,0.161,0.161,0,0,0,0,0.421,0.564,0.101,0,0,0.326,0.159
0.4,0.162,0.162,0.233,0,0,0,0.421,0.579,0.124,0,0,0.0361,0
0.8,0.286,0.286,0,0,0,0,0.421,0.628,0.284,0,0,0.289,0
0.8,0.317,0.317,0,0,0,0,0.814,0.639,0.381,0,0,0.0722,0
0.8,0.3,0.3,0,0,0,0,0.768,0.612,0.403,0,0,0.337,0.124
0.8,0.377,0.377,0,0,0,0,0.768,0.596,0.497,0,0,0.0722,0
0.8,0.455,0.455,0,0,0,0,0.768,0.565,0.471,0,0,0.0361,0
0.8,0.253,0.253,0,0,0,0,0.653,0.543,0.197,0,0,0,0
0.8,0.0894,0.0894,0,0,0,0,0.537,0.545,0.0532,0,0,0.0361,0
1,0.0792,0.0792,0,0,0,0,0.653,0.523,0.0428,0,0,0.108,0
1,0.0545,0.0545,0,0,0,0,0.537,0.542,0.0208,0,0,0.308,0.0597
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.12,0.122
0.8,0.0659,0.0659,0,0,0,0,0.537,0.542,0.0208,0,0,0.251,0.103
0.8,0.153,0.153,0,0,0,0,0.653,0.533,0.0356,0,0,0.268,0.392
0.8,0.254,0.254,0,0,0,0,0.421,0.542,0.0604,0,0,0.105,0.153
0.4,0.184,0.184,0.433,0,0,0,0.421,0.554,0.0536,0,0,0.108,0
0.4,0.178,0.178,0.267,0,0,0,0.421,0.554,0.0617,0,0,0.243,0.091
0.2,0.111,0.111,0.467,0,0,0,0.421,0.558,0.042,0,0,0.361,0
0.2,0.108,0.108,0,0,0,0,0.421,0.558,0.0451,0,0,0,0
0.2,0.106,0.106,0,0,0,0,0.421,0.558,0.0469,0,0,0.108,0
0.2,0.105,0.105,0,0,0,0,0.421,0.558,0.0514,0,0,0.216,0
0.2,0.105,0.105,0,0,0,0,0.421,0.558,0.0537,0,0,0,0
0.2,0.105,0.105,0,0,0,0,0.421,0.563,0.0586,0,0,0,0
0.4,0.162,0.162,0.933,0,0.25,0,0.421,0.579,0.124,0,0.28,0,0
