occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures,electric_vehicle
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.967,0.543,0.0237,0.556,0.0715,0,0,0,0,0,0.233,0.241,12,0.344,1
0.8,0.55,0.0264,0.537,0.0936,0,0,0,0,0,0,0.428,21,0.284,1
0.8,0.552,0.0427,0.46,0.166,0,0,0.772,0.25,0.417,0,0.272,13,0.218,1
0.667,0.556,0.0558,0.421,0.196,0,0,0.64,0,0.0333,0,0,0,0.0737,-0.667
0.6,0.558,0.0647,0.421,0.194,0,0,0.437,0,0,0,0.273,14,0.292,-0.283
0.6,0.555,0.0913,0.421,0.234,0,0,0.771,0,0,0,0.134,7,0.199,0
0.6,0.554,0.11,0.421,0.249,0,0,0,0,0,0,0.161,8,0.181,0
0.467,0.557,0.0948,0.421,0.199,0,0,0,0,0,0,0,0,0.0737,0
0.45,0.557,0.1,0.421,0.19,0,0,0,0,0,0,0,0,0.221,0
0.4,0.561,0.0709,0.421,0.133,0,0,0,0,0,0,0,0,0.147,0
0.25,0.566,0.0702,0.421,0.123,0,0,0.42,0.25,0.217,0,0,0,0.295,0
0.217,0.572,0.0763,0.421,0.12,0,0,0.28,0,0,0,0,0,0.0737,0
0.333,0.591,0.135,0.421,0.17,0,0,0.293,0,0,0,0.108,5,0.293,-0.35
0.483,0.611,0.242,0.593,0.262,0,0,0.285,0,0,0,0.208,11,0.433,-0.583
0.6,0.619,0.401,0.751,0.394,0,0,0.834,0,0,0,0.0818,4,0.423,1
0.6,0.606,0.51,0.768,0.487,0,0,0,0,0,0,0.344,17,0.265,1
0.733,0.58,0.498,0.749,0.509,0,0,0,0,0,0,0,0,0.119,1
0.8,0.557,0.227,0.614,0.266,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.85,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.933,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.548,0.0215,0.527,0.0628,0,0,0,0,0,0,0.263,14,0.249,1
0.867,0.55,0.0264,0.537,0.0936,0,0,0,0,0,0,0,0,0.332,1
0.633,0.558,0.0291,0.46,0.106,0,0,0,0,0,0.233,0,0,0.111,-0.417
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,-0.433
0.4,0.563,0.0341,0.421,0.098,0,0,0,0,0,0,0,0,0.111,0
0.4,0.559,0.0639,0.421,0.165,0,0,0.0356,0.167,0,0.483,0,0,0.147,0
0.4,0.558,0.0791,0.421,0.183,0,0,0.463,0.0833,0.217,0,0,0,0.0737,0
0.4,0.558,0.0841,0.421,0.177,0,0,0.615,0,0,0,0,0,0,0
0.583,0.554,0.126,0.421,0.231,0,0,0.514,0,0,0,0,0,0.221,0
0.6,0.554,0.139,0.421,0.236,0,0,0.638,0,0,0,0,0,0.147,0
0.6,0.564,0.152,0.421,0.237,0,0,0.443,0,0,0,0,0,0.0737,-0.0167
0.817,0.593,0.244,0.421,0.312,0,0,0.432,0,0,0.167,0,0,0.111,-0.833
1,0.634,0.349,0.421,0.39,0,0,0.107,0,0,0.0667,0,0,0.258,1
0.733,0.627,0.316,0.618,0.334,0,0,0,0,0,0,0,0,0.184,1
0.633,0.622,0.424,0.77,0.414,0,0,0,0,0,0,0.123,6,0.119,1
0.8,0.619,0.674,0.884,0.633,0,0,0.534,0.25,0.217,0,0.165,8,0.146,1
0.8,0.584,0.584,0.807,0.588,0.458,0.667,0.531,0,0,0,0,0,0.147,1
0.8,0.555,0.316,0.691,0.356,0.253,0.967,0.517,0,0,0,0,0,0,1
0.8,0.555,0.0937,0.527,0.131,0,0,0.184,0,0,0,0,0,0,1
0.883,0.558,0.0258,0.469,0.0573,0,0,0,0,0,0,0,0,0.0369,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.549,0.0223,0.518,0.0656,0,0,0,0,0,0.233,0,0,0.111,1
0.883,0.559,0.0223,0.469,0.0677,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.553,0.123,0.421,0.294,0,0,0,0,0,0.233,0.176,9,0.227,1
0.8,0.55,0.182,0.421,0.335,0,0,0.344,0.5,0.217,0,0.142,7,0.316,1
0.85,0.549,0.232,0.421,0.342,0,0,0.415,0,0,0,0,0,0,1
0.8,0.55,0.243,0.421,0.312,0,0,0.714,0,0,0,0,0,0.295,1
0.467,0.557,0.16,0.421,0.198,0,0,0.741,0,0,0,0,0,0.111,1
0.417,0.558,0.168,0.421,0.179,0,0,0.486,0,0,0,0,0,0.147,1
0.6,0.554,0.266,0.421,0.236,0,0,0.399,0,0,0,0,0,0.221,1
0.6,0.566,0.263,0.421,0.216,0,0,0.689,0,0,0,0,0,0.295,1
0.6,0.589,0.295,0.421,0.233,0,0,0.676,0,0,0,0,0,0.332,1
0.6,0.612,0.321,0.421,0.266,0,0,0.478,0,0,0,0,0,0.111,1
0.767,0.639,0.47,0.749,0.397,0,0,0.551,0,0,0,0,0,0.288,1
0.8,0.635,0.629,0.873,0.529,0,0,0.534,0,0,0,0,0,0.369,1
0.8,0.616,0.75,0.884,0.653,0,0,0.5,0,0,0,0,0,0,1
0.8,0.577,0.619,0.817,0.608,0,0,0,0,0,0,0,0,0,1
0.867,0.551,0.285,0.672,0.309,0,0,0,0,0,0,0,0,0,1
1,0.549,0.0947,0.556,0.12,0,0,0,0,0,0,0,0,0,1
1,0.556,0.0336,0.479,0.0629,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.564,0.0256,0.421,0.0751,0,0,0,0,0,0,0.0684,4,0.0823,1
1,0.557,0.0848,0.421,0.209,0,0,0,0,0,0,0.217,10,0.255,1
0.817,0.558,0.102,0.421,0.199,0,0,0,0,0,0.233,0.169,8,0.259,1
0.6,0.562,0.0697,0.421,0.119,0,0,0,0,0,0,0,0,0.369,1
0.6,0.559,0.123,0.421,0.17,0,0,0,0,0,0,0,0,0.258,1
0.7,0.553,0.222,0.421,0.259,0.404,0.583,0,0,0,0,0,0,0.147,1
0.6,0.554,0.233,0.421,0.236,0.19,0.817,0,0,0,0,0,0,0.147,1
0.533,0.555,0.238,0.421,0.215,0.628,0.833,0,0,0,0,0,0,0.111,1
0.633,0.568,0.31,0.421,0.247,0,0.567,0,0,0,0,0.361,17,0.424,1
0.8,0.597,0.407,0.421,0.308,0,0,0,0,0,0,0.0923,5,0.135,1
0.783,0.626,0.413,0.421,0.331,0.82,0.833,0,0,0,0.233,0.134,7,0.347,1
0.767,0.623,0.37,0.667,0.32,0.774,0.567,0,0,0,0,0,0,0.184,1
0.817,0.62,0.503,0.779,0.43,0.557,0,0.147,0.0833,0,0,0,0,0.111,1
1,0.628,0.933,1,0.804,0.533,0,0.661,0.167,0.217,0,0,0,0.258,1
1,0.581,0.895,1,0.868,0,0,0.325,0,0,0,0.159,8,0.327,1
1,0.539,0.486,0.865,0.504,0,0,0,0,0,0,0,0,0.111,1
1,0.539,0.136,0.633,0.158,0,0,0,0,0,0,0,0,0,1
1,0.563,0.0266,0.44,0.0578,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.564,0.0222,0.267,0.0672,0,0,0,0,0,0,0.381,13,0.327,1
0.917,0.567,0.0261,0.288,0.0968,0,0,0,0,0,0,0.0955,5,0.466,-0.417
0.667,0.576,0.0306,0.316,0.131,0,0,0,0,0,0,0.0713,4,0.342,-0.667
0.6,0.596,0.047,0.26,0.198,0,0,0,0,0,0.25,0.359,17,0.385,0
0.6,0.601,0.0559,0.253,0.206,0,0,0,0,0,0,0,0,0.369,0
0.333,0.578,0.0317,0.365,0.102,0,0,0,0,0,0,0,0,0.0369,0
0.283,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.4,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.483,0.586,0.0511,0.351,0.109,0.176,0.167,0,0,0,0.417,0.123,6,0.192,0
0.467,0.627,0.117,0.232,0.212,0.481,1,0,0,0,0.0833,0.315,16,0.467,0
0.533,0.666,0.17,0.196,0.274,0,0.55,0,0,0,0,0,0,0.258,-0.75
0.733,0.727,0.29,0.112,0.444,0,0,0,0,0,0.5,0,0,0.221,-0.333
0.8,0.743,0.425,0.0842,0.609,0,0,0,0,0,0,0.097,5,0.212,1
0.8,0.725,0.559,0.0842,0.719,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.686,0.591,0.0982,0.7,0,0,0,0,0,0,0,0,0.111,1
0.8,0.622,0.378,0.168,0.447,0,0,0,0,0,0,0,0,0,1
0.883,0.581,0.14,0.281,0.186,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0203,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.564,0.019,0.316,0.0518,0,0,0,0,0,0.25,0,0,0.0369,1
1,0.562,0.0249,0.168,0.0756,0,0,0,0,0,0,0,0,0,1
0.95,0.573,0.0414,0.119,0.189,0,0,0,0,0,0,0.179,9,1,1
0.733,0.594,0.0518,0.154,0.256,0,0,0,0,0,0,0.464,16,0.382,-0.417
0.417,0.598,0.0493,0.246,0.21,0,0,0,0,0,0,0.11,6,0.184,-0.35
0.4,0.601,0.0559,0.253,0.206,0,0,0.231,0.167,0,0,0.299,14,0.235,0
0.4,0.601,0.0629,0.253,0.203,0,0,0.545,0.0667,0.233,0,0,0,0.111,0
0.4,0.601,0.0689,0.253,0.197,0,0,0.341,0,0,0,0,0,0.0369,0
0.4,0.601,0.0739,0.253,0.191,0,0,0,0,0,0,0,0,0.295,0
0.4,0.594,0.0655,0.288,0.159,0,0,0,0,0,0,0,0,0.369,0
0.4,0.583,0.0518,0.337,0.119,0,0,0,0,0,0,0,0,0.111,0
0.567,0.614,0.104,0.232,0.206,0,0,0.266,0.417,0,0,0,0,0.0737,-0.75
0.717,0.663,0.176,0.119,0.307,0,0,0.215,0.517,0.467,0,0,0,0.111,1
0.733,0.703,0.226,0.112,0.357,0,0,0,0,0,0.25,0,0,0.147,1
0.8,0.741,0.311,0.0842,0.475,0.576,0.917,0,0,0,0,0.216,10,0.401,1
0.8,0.743,0.425,0.0842,0.609,0,0.55,0,0,0,0,0.12,6,0.153,1
0.8,0.725,0.559,0.0842,0.719,0,0,0,0,0,0,0.407,14,0.27,1
0.833,0.694,0.639,0.0702,0.753,0.801,0.917,0,0,0,0,0.155,8,0.103,1
1,0.637,0.475,0.112,0.553,0.133,0.55,0,0,0,0,0,0,0,1
1,0.588,0.212,0.168,0.268,0,0,0,0,0,0,0,0,0.0369,1
1,0.568,0.0895,0.204,0.136,0,0,0,0,0,0,0,0,0.0737,1
1,0.564,0.0337,0.288,0.0709,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0199,0.372,0.0539,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.0249,0.351,0.099,0,0,0,0,0,0,0.446,11,0.554,1
0.817,0.593,0.0463,0.225,0.216,0,0,0,0,0,0,0.201,10,0.355,1
0.483,0.603,0.0538,0.218,0.236,0,0,0,0,0,0,0.53,21,0.352,-0.667
0.4,0.601,0.0559,0.253,0.206,0,0,0,0,0,0,0.213,10,0.363,-0.233
0.433,0.601,0.0629,0.253,0.203,0,0,0,0,0,0,0,0,0.184,0
0.6,0.608,0.0804,0.218,0.226,0,0,0,0,0,0,0.119,6,0.116,0
0.6,0.618,0.102,0.168,0.261,0,0,0,0,0,0,0.291,15,0.193,0
0.567,0.616,0.105,0.182,0.244,0,0,0,0,0,0,0.0796,4,0.0897,0
0.4,0.601,0.0863,0.253,0.186,0,0,0,0,0,0,0,0,0.221,0
0.4,0.606,0.0927,0.253,0.188,0,0,0,0,0,0.667,0,0,0.295,0
0.433,0.627,0.116,0.239,0.207,0,0,0,0,0,0.0833,0,0,0.147,0
0.6,0.677,0.187,0.168,0.299,0,0,0,0,0,0,0,0,0.111,-0.8
0.783,0.718,0.269,0.126,0.416,0,0,0,0,0,0,0,0,0.0737,-0.0833
0.75,0.687,0.302,0.189,0.439,0,0,0,0,0,0,0,0,0.184,1
0.8,0.694,0.462,0.147,0.596,0,0,0,0,0,0,0.103,5,0.397,1
0.833,0.663,0.49,0.154,0.584,0,0,0,0,0,0,0.133,7,0.125,1
1,0.617,0.34,0.211,0.405,0,0,0,0,0,0,0.204,10,0.136,1
1,0.573,0.0823,0.337,0.123,0,0,0,0,0,0,0,0,0,1
1,0.567,0.038,0.372,0.0749,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0179,0.386,0.0512,0,0,0,0,0,0,0.168,8,0.512,1
0.917,0.565,0.0181,0.372,0.0513,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.568,0.0211,0.386,0.075,0,0,0,0,0,0,0.12,6,0.191,1
0.8,0.581,0.0341,0.302,0.148,0,0,0,0,0,0.167,0.167,8,0.111,1
0.8,0.619,0.0697,0.14,0.307,0,0,0,0,0,0.0833,0.778,16,0.516,1
0.617,0.62,0.0766,0.161,0.29,0,0,0,0,0,0,0.107,5,0.255,1
0.6,0.618,0.0856,0.168,0.279,0,0,0,0,0,0,0.168,8,0.185,1
0.467,0.607,0.0771,0.225,0.222,0.517,0.917,0,0,0,0,0.164,8,0.145,-0.517
0.4,0.601,0.0739,0.253,0.191,0,0.55,0,0,0,0.5,0,0,0.184,0
0.4,0.601,0.0795,0.253,0.187,0,0,0,0,0,0,0,0,0.147,0
0.4,0.601,0.0863,0.253,0.186,0,0,0,0,0,0,0,0,0.295,0
0.483,0.616,0.11,0.218,0.217,0,0,0,0,0,0,0,0,0.147,0
0.633,0.654,0.161,0.154,0.279,0.144,0.167,0,0,0,0.167,0,0,0.0737,-0.5
0.8,0.714,0.243,0.0842,0.382,0.616,1,0,0,0,0.0833,0,0,0,1
0.8,0.741,0.311,0.0842,0.475,0,0.55,0,0,0,0,0,0,0.147,1
0.8,0.743,0.425,0.0842,0.609,0.149,0.167,0,0,0,0,0,0,0.147,1
0.8,0.725,0.559,0.0842,0.719,0.808,1,0,0,0,0,0,0,0.0369,1
0.8,0.69,0.615,0.0842,0.726,0.303,0.3,0,0,0,0,0.19,9,0.163,1
0.883,0.632,0.434,0.147,0.508,0,0,0,0,0,0,0,0,0.147,1
1,0.573,0.0823,0.337,0.123,0,0,0,0,0,0,0,0,0.0737,1
1,0.566,0.0432,0.337,0.0813,0,0,0,0,0,0,0,0,0.0369,1
1,0.566,0.0184,0.414,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0179,0.386,0.0512,0,0,0,0,0,0,0,0,0.147,1
0.917,0.564,0.0205,0.295,0.0595,0,0,0,0,0,0,0.107,5,0.219,1
0.8,0.567,0.0236,0.337,0.0859,0,0,0,0,0,0,0,0,0.221,1
0.8,0.595,0.0501,0.189,0.24,0,0,0,0,0,0,0.523,16,0.532,1
0.617,0.614,0.0646,0.161,0.287,0,0,0,0,0,0,0.241,8,0.27,-0.833
0.6,0.618,0.0751,0.168,0.283,0,0,0,0,0,0,0.572,15,0.379,0
0.567,0.616,0.0816,0.182,0.266,0,0,0,0,0,0,0.209,10,0.176,0
0.4,0.601,0.0689,0.253,0.197,0,0,0,0,0,0,0.149,7,0.443,0
0.4,0.601,0.0739,0.253,0.191,0,0,0,0,0,0,0.0843,4,0.361,0
0.483,0.608,0.0935,0.218,0.215,0,0,0,0,0,0,0.134,7,0.384,0
0.6,0.616,0.115,0.182,0.243,0,0,0,0,0,0,0.0503,3,0.107,0
0.567,0.601,0.0848,0.267,0.176,0,0,0,0,0,0,0.303,14,0.533,0
0.4,0.593,0.0623,0.337,0.123,0,0,0,0,0,0,0,0,0.184,-0.75
0.767,0.671,0.178,0.182,0.287,0,0,0,0,0,0.75,0,0,0.111,-0.0833
0.8,0.697,0.238,0.168,0.369,0,0,0,0,0,0,0,0,0.184,1
0.8,0.699,0.323,0.168,0.47,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.685,0.424,0.168,0.552,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.659,0.466,0.168,0.558,0,0,0,0,0,0.25,0,0,0.184,1
0.8,0.615,0.328,0.218,0.392,0,0,0,0,0,0,0.355,17,0.235,1
0.933,0.57,0.0608,0.358,0.0996,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0214,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0207,0.386,0.0587,0,0,0,0,0,0,0,0,0.0369,1
1,0.567,0.0237,0.337,0.0859,0,0,0,0,0,0,0,0,0.111,1
1,0.569,0.0236,0.372,0.0846,0,0,0,0,0,0,0,0,0.295,1
0.917,0.588,0.0455,0.302,0.159,0,0,0,0,0,0.5,0,0,0,1
0.767,0.597,0.073,0.274,0.187,0,0,0,0,0,0,0.144,7,0.391,1
0.517,0.592,0.0779,0.295,0.165,0.355,0.417,0,0,0,0,0,0,0.111,1
0.4,0.583,0.0661,0.337,0.124,0.387,1,0,0,0,0,0.21,10,0.397,1
0.4,0.583,0.0705,0.337,0.121,0,0.05,0,0,0,0,0.224,11,0.591,1
0.4,0.583,0.077,0.337,0.119,0,0,0,0,0,0,0.224,11,0.148,1
0.483,0.591,0.117,0.302,0.147,0,0,0,0,0,0,0.214,11,0.327,1
0.683,0.616,0.205,0.218,0.217,0,0,0.415,0.417,0,0,0.281,13,0.26,1
0.633,0.621,0.196,0.239,0.204,0,0,0.142,0.05,0.233,0,0.421,20,0.501,-0.417
0.4,0.61,0.12,0.323,0.149,0,0,0,0,0,0,0.22,11,0.293,-0.35
0.35,0.642,0.183,0.274,0.232,0,0,0,0,0,0,0,0,0.184,0
0.45,0.666,0.282,0.232,0.361,0,0,0,0,0,0,0,0,0.0369,0
0.583,0.682,0.454,0.175,0.538,0,0,0,0,0,0.25,0,0,0,0
0.7,0.674,0.571,0.126,0.641,0,0,0,0,0,0,0,0,0.0369,0
0.6,0.617,0.36,0.204,0.408,0,0,0,0,0,0,0.121,6,0.117,0
0.633,0.58,0.152,0.274,0.185,0,0,0,0,0,0,0,0,0,0
0.833,0.567,0.077,0.267,0.109,0,0,0,0,0,0,0,0,0.0369,-0.75
1,0.566,0.0211,0.414,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0202,0.386,0.0512,0,0,0,0,0,0,0.163,8,0.256,1
1,0.565,0.0212,0.337,0.0591,0,0,0,0,0,0,0.228,11,0.262,1
0.9,0.567,0.0242,0.316,0.0906,0,0,0,0,0,0,0.469,22,0.638,1
1,0.575,0.0296,0.337,0.116,0,0,0,0,0,0,0.167,8,0.111,1
0.733,0.574,0.0283,0.372,0.0951,0,0,0,0,0,0,0.284,14,0.373,1
0.517,0.573,0.0351,0.386,0.083,0,0,0,0,0,0,0,0,0.184,1
0.4,0.583,0.0596,0.337,0.127,0,0,0,0,0,0,0,0,0.258,1
0.4,0.599,0.109,0.26,0.191,0.783,0.917,0,0,0,0,0,0,0.111,1
0.4,0.601,0.121,0.253,0.191,0.803,0.8,0,0,0,0,0,0,0.184,1
0.4,0.601,0.134,0.253,0.187,0,0,0.382,0.233,0.433,0,0,0,0.111,1
0.433,0.604,0.166,0.239,0.198,0,0,0.565,0,0.267,0,0,0,0.258,1
0.6,0.626,0.248,0.168,0.256,0,0,0.644,0,0,0,0,0,0.111,1
0.517,0.637,0.232,0.204,0.237,0,0,0.334,0,0,0.25,0.106,5,0.181,1
0.4,0.64,0.192,0.253,0.216,0,0,0,0,0,0,0.0839,4,0.314,1
0.583,0.693,0.296,0.175,0.361,0,0,0,0,0,0,0,0,0.147,1
0.767,0.728,0.458,0.112,0.568,0,0,0,0,0,0,0.128,6,0.453,1
1,0.725,0.614,0.0842,0.719,0,0,0,0,0,0,0.132,7,0.125,1
1,0.69,0.651,0.0842,0.726,0,0,0,0,0,0,0.407,20,0.307,1
1,0.634,0.471,0.133,0.524,0,0,0,0,0,0,0,0,0,1
1,0.58,0.156,0.267,0.189,0,0,0,0,0,0,0.223,11,0.148,1
1,0.566,0.0476,0.337,0.0813,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0184,0.414,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.571,0.0319,0.253,0.137,0.136,0.167,0,0,0,0.75,0.203,10,0.356,1
0.967,0.596,0.0538,0.147,0.265,0.465,1,0.415,0.7,0.217,0.25,0.138,7,0.202,1
0.8,0.613,0.0635,0.168,0.281,0,0.55,0.624,0,0.483,0,0.0695,4,0.23,1
0.667,0.607,0.0617,0.225,0.232,0,0,0,0,0,0.25,0,0,0.252,1
0.55,0.613,0.0777,0.196,0.254,0,0,0,0,0,0,0.0543,3,0.22,-0.2
0.483,0.608,0.0786,0.218,0.229,0,0,0,0,0,0.25,0.121,6,0.412,0
0.417,0.602,0.0765,0.246,0.196,0,0,0,0,0,0.167,0,0,0.184,-0.2
0.633,0.618,0.111,0.168,0.255,0,0,0.348,0.233,0.183,0.0833,0,0,0.0737,1
0.617,0.618,0.121,0.168,0.254,0,0,0.413,0,0.517,0.25,0,0,0.111,1
0.6,0.626,0.13,0.168,0.256,0,0,0.714,0,0,0,0,0,0.147,1
0.6,0.649,0.152,0.168,0.267,0,0,0.553,0,0,0,0,0,0.184,1
0.6,0.677,0.187,0.168,0.299,0,0,0.232,0,0,0.25,0.268,13,0.252,1
0.6,0.697,0.238,0.168,0.369,0,0,0,0,0,0,0.487,23,0.36,1
0.867,0.757,0.47,0.0561,0.666,0,0,0,0,0,0,0.441,12,0.293,1
0.85,0.735,0.595,0.0632,0.762,0,0,0,0,0,0,0.391,19,0.37,1
1,0.689,0.604,0.0912,0.715,0,0,0,0,0,0,0,0,0.0369,1
1,0.612,0.306,0.239,0.368,0,0,0,0,0,0,0,0,0,1
1,0.572,0.0676,0.372,0.106,0,0,0,0,0,0,0,0,0.0737,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0173,0.4,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.568,0.0211,0.386,0.075,0,0,0,0,0,0.417,0,0,0,1
1,0.583,0.0386,0.26,0.176,0,0,0.228,0.233,0.183,0.333,0.194,9,0.461,1
1,0.619,0.0697,0.14,0.307,0,0,0.17,0,0.517,0,0.349,17,0.416,1
0.733,0.62,0.0766,0.161,0.29,0,0,0,0,0,0,0.353,13,0.603,1
0.6,0.618,0.0856,0.168,0.279,0,0,0,0,0,0,0.165,8,0.368,1
0.6,0.618,0.0947,0.168,0.27,0,0,0,0,0,0,0.327,16,0.475,1
0.467,0.607,0.083,0.225,0.214,0,0,0,0,0,0,0,0,0.0369,-0.583
0.267,0.589,0.0593,0.309,0.142,0,0,0,0,0,0,0,0,0.221,0
0.283,0.591,0.0667,0.302,0.147,0,0,0,0,0,0.417,0,0,0.0369,0
0.4,0.606,0.0927,0.253,0.188,0,0,0,0,0,0.0833,0,0,0.147,0
0.433,0.627,0.116,0.239,0.207,0,0,0,0,0,0,0,0,0.332,0
0.6,0.677,0.187,0.168,0.299,0,0,0,0,0,0,0,0,0.0737,0
0.55,0.675,0.2,0.211,0.315,0,0,0,0,0,0,0,0,0.0369,-0.567
0.733,0.728,0.396,0.112,0.568,0.406,0.667,0,0,0,0,0,0,0.0369,1
0.8,0.71,0.496,0.119,0.645,0.743,0.8,0,0,0,0,0,0,0.0737,1
0.8,0.649,0.405,0.204,0.491,0.713,0,0,0,0,0,0,0,0.184,1
0.8,0.603,0.258,0.253,0.315,0,0,0,0,0,0,0,0,0,1
0.8,0.574,0.0895,0.33,0.131,0,0,0,0,0,0,0,0,0,1
0.8,0.567,0.0411,0.351,0.0787,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
